date,description,amount,category,transaction_type,account
2023-11-09,Pret A Manger,-4.92,eating_out,expense,current
2023-11-11,Amazon Marketplace,-43.01,shopping,expense,credit_card
2023-11-14,Aldi Stores,-78.55,groceries,expense,current
2023-11-14,Deliveroo,-27.17,eating_out,expense,credit_card
2023-11-15,Deliveroo,-27.92,eating_out,expense,credit_card
2023-11-15,Spotify,-12.36,subscriptions,expense,current
2023-11-16,Aldi Stores,-19.56,groceries,expense,current
2023-11-16,Aldi Stores,-66.46,groceries,expense,current
2023-11-18,Council Tax,-169.94,housing,expense,current
2023-11-19,Pret A Manger,-12.74,eating_out,expense,current
2023-11-20,Deliveroo,-23.43,eating_out,expense,credit_card
2023-11-21,TfL Travel Charge,-14.09,transport,expense,current
2023-11-25,Salary Payroll,3103.03,income,income,current
2023-11-29,Netflix,-14.00,subscriptions,expense,current
2023-11-30,Tesco Superstore,-72.36,groceries,expense,current
2023-11-30,Octopus Energy,-92.55,utilities,expense,current
2023-12-01,TfL Travel Charge,-12.02,transport,expense,current
2023-12-01,Rent Payment,-927.79,housing,expense,current
2023-12-03,Thames Water,-47.30,utilities,expense,current
2023-12-03,Council Tax,-108.98,housing,expense,current
2023-12-04,Pret A Manger,-7.14,eating_out,expense,current
2023-12-05,Netflix,-12.26,subscriptions,expense,current
2023-12-05,Spotify,-12.80,subscriptions,expense,current
2023-12-08,Pret A Manger,-7.90,eating_out,expense,current
2023-12-10,Aldi Stores,-18.86,groceries,expense,current
2023-12-11,Boots Pharmacy,-25.99,health,expense,current
2023-12-11,Octopus Energy,-110.84,utilities,expense,current
2023-12-12,Aldi Stores,-60.03,groceries,expense,current
2023-12-17,Aldi Stores,-22.77,groceries,expense,current
2023-12-17,Amazon Marketplace,-18.28,shopping,expense,credit_card
2023-12-18,Pret A Manger,-8.90,eating_out,expense,current
2023-12-20,TfL Travel Charge,-10.24,transport,expense,current
2023-12-21,TfL Travel Charge,-10.98,transport,expense,current
2023-12-23,TfL Travel Charge,-5.35,transport,expense,current
2023-12-24,Aldi Stores,-80.11,groceries,expense,current
2023-12-25,Salary Payroll,2515.98,income,income,current
2023-12-25,Pret A Manger,-9.15,eating_out,expense,current
2023-12-27,TfL Travel Charge,-15.08,transport,expense,current
2023-12-28,Sainsbury's Local,-35.52,groceries,expense,current
2024-01-01,Rent Payment,-1250.66,housing,expense,current
2024-01-02,Netflix,-17.02,subscriptions,expense,current
2024-01-03,Spotify,-13.21,subscriptions,expense,current
2024-01-07,Sainsbury's Local,-11.67,groceries,expense,current
2024-01-07,Sainsbury's Local,-28.20,groceries,expense,current
2024-01-08,Sainsbury's Local,-28.66,groceries,expense,current
2024-01-10,Tesco Superstore,-47.68,groceries,expense,current
2024-01-12,Tesco Superstore,-54.52,groceries,expense,current
2024-01-14,Tesco Superstore,-62.39,groceries,expense,current
2024-01-14,Octopus Energy,-156.59,utilities,expense,current
2024-01-18,TfL Travel Charge,-5.99,transport,expense,current
2024-01-20,Sainsbury's Local,-34.48,groceries,expense,current
2024-01-22,Sainsbury's Local,-40.60,groceries,expense,current
2024-01-23,TfL Travel Charge,-7.94,transport,expense,current
2024-01-24,Deliveroo,-12.23,eating_out,expense,credit_card
2024-01-25,Salary Payroll,2749.31,income,income,current
2024-01-25,Tesco Superstore,-34.67,groceries,expense,current
2024-01-30,Council Tax,-171.56,housing,expense,current
2024-01-31,Thames Water,-41.77,utilities,expense,current
2024-02-01,Rent Payment,-1173.06,housing,expense,current
2024-02-02,Amazon Marketplace,-90.76,shopping,expense,credit_card
2024-02-03,Trainline,-37.69,transport,expense,credit_card
2024-02-05,Boots Pharmacy,-28.78,health,expense,current
2024-02-06,Aldi Stores,-39.98,groceries,expense,current
2024-02-06,Deliveroo,-31.67,eating_out,expense,credit_card
2024-02-07,Amazon Marketplace,-72.03,shopping,expense,credit_card
2024-02-08,Pret A Manger,-15.41,eating_out,expense,current
2024-02-09,Pret A Manger,-5.44,eating_out,expense,current
2024-02-10,Sainsbury's Local,-34.52,groceries,expense,current
2024-02-15,TfL Travel Charge,-7.11,transport,expense,current
2024-02-15,TfL Travel Charge,-3.89,transport,expense,current
2024-02-15,Amazon Marketplace,-64.79,shopping,expense,credit_card
2024-02-15,Council Tax,-161.61,housing,expense,current
2024-02-19,Tesco Superstore,-32.20,groceries,expense,current
2024-02-19,Deliveroo,-28.91,eating_out,expense,credit_card
2024-02-20,TfL Travel Charge,-11.36,transport,expense,current
2024-02-21,Aldi Stores,-20.73,groceries,expense,current
2024-02-21,Pret A Manger,-17.42,eating_out,expense,current
2024-02-21,Deliveroo,-40.54,eating_out,expense,credit_card
2024-02-21,TfL Travel Charge,-7.20,transport,expense,current
2024-02-23,Thames Water,-39.68,utilities,expense,current
2024-02-24,Pret A Manger,-8.89,eating_out,expense,current
2024-02-25,Salary Payroll,2848.04,income,income,current
2024-02-25,Pret A Manger,-6.71,eating_out,expense,current
2024-02-25,Deliveroo,-16.59,eating_out,expense,credit_card
2024-02-25,Deliveroo,-26.82,eating_out,expense,credit_card
2024-02-26,TfL Travel Charge,-11.21,transport,expense,current
2024-02-26,Amazon Marketplace,-73.00,shopping,expense,credit_card
2024-02-26,Amazon Marketplace,-58.37,shopping,expense,credit_card
2024-02-26,Octopus Energy,-126.81,utilities,expense,current
2024-02-27,Netflix,-11.39,subscriptions,expense,current
2024-02-28,Spotify,-14.50,subscriptions,expense,current
2024-03-01,Rent Payment,-931.12,housing,expense,current
2024-03-03,Netflix,-11.95,subscriptions,expense,current
2024-03-04,Sainsbury's Local,-12.42,groceries,expense,current
2024-03-07,Trainline,-25.16,transport,expense,credit_card
2024-03-10,Tesco Superstore,-42.95,groceries,expense,current
2024-03-10,TfL Travel Charge,-15.19,transport,expense,current
2024-03-10,Trainline,-13.33,transport,expense,credit_card
2024-03-11,Octopus Energy,-79.34,utilities,expense,current
2024-03-12,Trainline,-42.91,transport,expense,credit_card
2024-03-13,Sainsbury's Local,-45.38,groceries,expense,current
2024-03-17,Spotify,-15.51,subscriptions,expense,current
2024-03-19,Deliveroo,-22.00,eating_out,expense,credit_card
2024-03-20,Tesco Superstore,-40.08,groceries,expense,current
2024-03-20,Thames Water,-49.01,utilities,expense,current
2024-03-21,TfL Travel Charge,-10.27,transport,expense,current
2024-03-22,Trainline,-18.82,transport,expense,credit_card
2024-03-23,TfL Travel Charge,-4.68,transport,expense,current
2024-03-24,Sainsbury's Local,-27.04,groceries,expense,current
2024-03-25,Salary Payroll,3026.48,income,income,current
2024-03-25,Tesco Superstore,-44.16,groceries,expense,current
2024-03-25,Trainline,-36.95,transport,expense,credit_card
2024-03-26,Council Tax,-166.69,housing,expense,current
2024-03-27,TfL Travel Charge,-13.29,transport,expense,current
2024-03-30,Deliveroo,-31.91,eating_out,expense,credit_card
2024-04-01,Amazon Marketplace,-47.15,shopping,expense,credit_card
2024-04-01,Rent Payment,-1174.98,housing,expense,current
2024-04-04,Thames Water,-38.84,utilities,expense,current
2024-04-06,Deliveroo,-24.56,eating_out,expense,credit_card
2024-04-08,Sainsbury's Local,-23.68,groceries,expense,current
2024-04-09,Netflix,-16.33,subscriptions,expense,current
2024-04-10,Council Tax,-116.01,housing,expense,current
2024-04-12,Boots Pharmacy,-24.82,health,expense,current
2024-04-12,Octopus Energy,-189.37,utilities,expense,current
2024-04-15,Sainsbury's Local,-58.15,groceries,expense,current
2024-04-15,Deliveroo,-41.53,eating_out,expense,credit_card
2024-04-16,TfL Travel Charge,-3.68,transport,expense,current
2024-04-17,Deliveroo,-23.46,eating_out,expense,credit_card
2024-04-18,TfL Travel Charge,-14.36,transport,expense,current
2024-04-22,Tesco Superstore,-46.10,groceries,expense,current
2024-04-23,TfL Travel Charge,-15.15,transport,expense,current
2024-04-25,Salary Payroll,3442.92,income,income,current
2024-04-25,Sainsbury's Local,-48.91,groceries,expense,current
2024-04-25,Deliveroo,-35.08,eating_out,expense,credit_card
2024-04-26,Sainsbury's Local,-28.73,groceries,expense,current
2024-04-26,Deliveroo,-36.51,eating_out,expense,credit_card
2024-04-27,Spotify,-13.58,subscriptions,expense,current
2024-04-29,Amazon Marketplace,-99.47,shopping,expense,credit_card
2024-05-01,Tesco Superstore,-49.23,groceries,expense,current
2024-05-01,Octopus Energy,-133.38,utilities,expense,current
2024-05-01,Rent Payment,-1036.65,housing,expense,current
2024-05-03,Spotify,-16.81,subscriptions,expense,current
2024-05-03,Council Tax,-133.57,housing,expense,current
2024-05-08,Pret A Manger,-14.87,eating_out,expense,current
2024-05-08,TfL Travel Charge,-9.70,transport,expense,current
2024-05-08,Shell Service Station,-71.89,transport,expense,credit_card
2024-05-16,Tesco Superstore,-74.98,groceries,expense,current
2024-05-18,Aldi Stores,-77.62,groceries,expense,current
2024-05-20,Aldi Stores,-85.52,groceries,expense,current
2024-05-20,TfL Travel Charge,-14.77,transport,expense,current
2024-05-21,Deliveroo,-19.15,eating_out,expense,credit_card
2024-05-21,TfL Travel Charge,-9.97,transport,expense,current
2024-05-21,Thames Water,-43.98,utilities,expense,current
2024-05-22,Netflix,-12.30,subscriptions,expense,current
2024-05-25,Salary Payroll,3459.14,income,income,current
2024-05-27,TfL Travel Charge,-3.82,transport,expense,current
2024-06-01,Rent Payment,-1025.77,housing,expense,current
2024-06-02,TfL Travel Charge,-9.15,transport,expense,current
2024-06-03,Spotify,-11.86,subscriptions,expense,current
2024-06-04,Boots Pharmacy,-19.69,health,expense,current
2024-06-06,Thames Water,-52.40,utilities,expense,current
2024-06-07,Pret A Manger,-4.61,eating_out,expense,current
2024-06-07,TfL Travel Charge,-12.79,transport,expense,current
2024-06-09,TfL Travel Charge,-11.52,transport,expense,current
2024-06-10,Octopus Energy,-151.01,utilities,expense,current
2024-06-11,Pret A Manger,-16.40,eating_out,expense,current
2024-06-11,Trainline,-81.82,transport,expense,credit_card
2024-06-12,Council Tax,-174.60,housing,expense,current
2024-06-13,Trainline,-43.90,transport,expense,credit_card
2024-06-15,Aldi Stores,-73.21,groceries,expense,current
2024-06-16,Aldi Stores,-88.56,groceries,expense,current
2024-06-18,Sainsbury's Local,-10.97,groceries,expense,current
2024-06-21,Sainsbury's Local,-30.68,groceries,expense,current
2024-06-23,Aldi Stores,-25.11,groceries,expense,current
2024-06-24,Tesco Superstore,-76.03,groceries,expense,current
2024-06-25,Salary Payroll,2829.28,income,income,current
2024-06-26,Aldi Stores,-62.38,groceries,expense,current
2024-06-27,Amazon Marketplace,-56.23,shopping,expense,credit_card
2024-06-28,TfL Travel Charge,-6.72,transport,expense,current
2024-06-28,TfL Travel Charge,-13.15,transport,expense,current
2024-06-29,Trainline,-66.26,transport,expense,credit_card
2024-06-30,Netflix,-14.47,subscriptions,expense,current
2024-07-01,Sainsbury's Local,-18.72,groceries,expense,current
2024-07-01,TfL Travel Charge,-15.49,transport,expense,current
2024-07-01,Rent Payment,-999.98,housing,expense,current
2024-07-03,Sainsbury's Local,-10.33,groceries,expense,current
2024-07-03,Amazon Marketplace,-57.85,shopping,expense,credit_card
2024-07-05,Amazon Marketplace,-30.42,shopping,expense,credit_card
2024-07-08,TfL Travel Charge,-11.44,transport,expense,current
2024-07-10,Spotify,-16.96,subscriptions,expense,current
2024-07-15,Sainsbury's Local,-53.43,groceries,expense,current
2024-07-15,Aldi Stores,-26.51,groceries,expense,current
2024-07-15,Amazon Marketplace,-103.52,shopping,expense,credit_card
2024-07-16,TfL Travel Charge,-12.56,transport,expense,current
2024-07-17,Deliveroo,-29.22,eating_out,expense,credit_card
2024-07-18,Thames Water,-30.21,utilities,expense,current
2024-07-20,Sainsbury's Local,-17.57,groceries,expense,current
2024-07-20,Aldi Stores,-57.54,groceries,expense,current
2024-07-21,Tesco Superstore,-18.23,groceries,expense,current
2024-07-22,Sainsbury's Local,-61.67,groceries,expense,current
2024-07-22,Octopus Energy,-188.46,utilities,expense,current
2024-07-23,Netflix,-16.41,subscriptions,expense,current
2024-07-23,Amazon Marketplace,-27.34,shopping,expense,credit_card
2024-07-23,Council Tax,-161.77,housing,expense,current
2024-07-25,Salary Payroll,3126.34,income,income,current
2024-07-31,Aldi Stores,-42.16,groceries,expense,current
2024-08-01,Tesco Superstore,-77.60,groceries,expense,current
2024-08-01,Rent Payment,-1140.32,housing,expense,current
2024-08-03,TfL Travel Charge,-13.70,transport,expense,current
2024-08-05,Trainline,-68.05,transport,expense,credit_card
2024-08-05,Trainline,-21.06,transport,expense,credit_card
2024-08-06,Trainline,-58.70,transport,expense,credit_card
2024-08-06,Thames Water,-45.09,utilities,expense,current
2024-08-07,Tesco Superstore,-30.61,groceries,expense,current
2024-08-08,Tesco Superstore,-77.74,groceries,expense,current
2024-08-08,Netflix,-17.53,subscriptions,expense,current
2024-08-11,TfL Travel Charge,-4.63,transport,expense,current
2024-08-13,Aldi Stores,-19.93,groceries,expense,current
2024-08-15,TfL Travel Charge,-11.35,transport,expense,current
2024-08-17,TfL Travel Charge,-9.06,transport,expense,current
2024-08-19,Tesco Superstore,-41.95,groceries,expense,current
2024-08-20,Octopus Energy,-146.88,utilities,expense,current
2024-08-21,Amazon Marketplace,-36.07,shopping,expense,credit_card
2024-08-25,Salary Payroll,3151.47,income,income,current
2024-08-26,Tesco Superstore,-42.62,groceries,expense,current
2024-08-27,Trainline,-75.38,transport,expense,credit_card
2024-08-29,Spotify,-16.58,subscriptions,expense,current
2024-08-29,Council Tax,-154.96,housing,expense,current
2024-08-30,Trainline,-43.58,transport,expense,credit_card
2024-09-01,Rent Payment,-874.33,housing,expense,current
2024-09-02,Tesco Superstore,-14.35,groceries,expense,current
2024-09-03,Aldi Stores,-37.31,groceries,expense,current
2024-09-04,TfL Travel Charge,-9.69,transport,expense,current
2024-09-07,Thames Water,-60.87,utilities,expense,current
2024-09-11,Pret A Manger,-10.50,eating_out,expense,current
2024-09-11,Deliveroo,-37.84,eating_out,expense,credit_card
2024-09-13,Aldi Stores,-75.55,groceries,expense,current
2024-09-13,Deliveroo,-22.36,eating_out,expense,credit_card
2024-09-13,Trainline,-15.69,transport,expense,credit_card
2024-09-13,Octopus Energy,-77.67,utilities,expense,current
2024-09-15,TfL Travel Charge,-7.15,transport,expense,current
2024-09-15,TfL Travel Charge,-4.59,transport,expense,current
2024-09-15,Amazon Marketplace,-119.55,shopping,expense,credit_card
2024-09-16,Pret A Manger,-10.15,eating_out,expense,current
2024-09-16,Amazon Marketplace,-93.47,shopping,expense,credit_card
2024-09-19,Tesco Superstore,-29.50,groceries,expense,current
2024-09-19,Spotify,-12.28,subscriptions,expense,current
2024-09-21,Tesco Superstore,-59.87,groceries,expense,current
2024-09-21,Sainsbury's Local,-41.37,groceries,expense,current
2024-09-25,Salary Payroll,3115.65,income,income,current
2024-09-25,Tesco Superstore,-90.73,groceries,expense,current
2024-09-26,Aldi Stores,-51.22,groceries,expense,current
2024-09-27,Council Tax,-152.80,housing,expense,current
2024-09-28,Tesco Superstore,-15.42,groceries,expense,current
2024-09-28,Deliveroo,-34.03,eating_out,expense,credit_card
2024-09-29,Netflix,-17.73,subscriptions,expense,current
2024-10-01,Rent Payment,-963.77,housing,expense,current
2024-10-02,Tesco Superstore,-15.76,groceries,expense,current
2024-10-02,TfL Travel Charge,-8.22,transport,expense,current
2024-10-04,Tesco Superstore,-12.68,groceries,expense,current
2024-10-04,Aldi Stores,-66.03,groceries,expense,current
2024-10-04,Aldi Stores,-24.65,groceries,expense,current
2024-10-04,Amazon Marketplace,-45.10,shopping,expense,credit_card
2024-10-05,TfL Travel Charge,-3.59,transport,expense,current
2024-10-10,Sainsbury's Local,-32.29,groceries,expense,current
2024-10-11,Spotify,-12.08,subscriptions,expense,current
2024-10-12,Tesco Superstore,-33.95,groceries,expense,current
2024-10-12,Tesco Superstore,-75.40,groceries,expense,current
2024-10-12,Amazon Marketplace,-99.36,shopping,expense,credit_card
2024-10-15,TfL Travel Charge,-9.16,transport,expense,current
2024-10-16,Amazon Marketplace,-71.05,shopping,expense,credit_card
2024-10-16,Octopus Energy,-78.06,utilities,expense,current
2024-10-17,Sainsbury's Local,-12.93,groceries,expense,current
2024-10-17,Council Tax,-143.44,housing,expense,current
2024-10-18,Aldi Stores,-89.01,groceries,expense,current
2024-10-19,Amazon Marketplace,-117.75,shopping,expense,credit_card
2024-10-20,Aldi Stores,-35.98,groceries,expense,current
2024-10-20,Netflix,-12.13,subscriptions,expense,current
2024-10-23,Amazon Marketplace,-67.62,shopping,expense,credit_card
2024-10-25,Salary Payroll,3169.69,income,income,current
2024-10-25,Thames Water,-50.29,utilities,expense,current
2024-10-26,Aldi Stores,-44.54,groceries,expense,current
2024-10-26,TfL Travel Charge,-12.28,transport,expense,current
2024-10-28,Boots Pharmacy,-49.94,health,expense,current
2024-10-29,Tesco Superstore,-47.77,groceries,expense,current
2024-10-29,TfL Travel Charge,-4.94,transport,expense,current
2024-11-01,Rent Payment,-1071.19,housing,expense,current
2024-11-03,Thames Water,-60.48,utilities,expense,current
2024-11-04,Tesco Superstore,-90.70,groceries,expense,current
2024-11-06,Pret A Manger,-8.39,eating_out,expense,current
2024-11-07,Sainsbury's Local,-35.67,groceries,expense,current
2024-11-07,Aldi Stores,-25.36,groceries,expense,current
2024-11-07,TfL Travel Charge,-10.93,transport,expense,current
2024-11-07,Council Tax,-143.33,housing,expense,current
2024-11-08,TfL Travel Charge,-10.26,transport,expense,current
2024-11-09,TfL Travel Charge,-15.45,transport,expense,current
2024-11-10,Octopus Energy,-167.53,utilities,expense,current
2024-11-12,Pret A Manger,-8.79,eating_out,expense,current
2024-11-12,Spotify,-12.21,subscriptions,expense,current
2024-11-13,Amazon Marketplace,-83.78,shopping,expense,credit_card
2024-11-13,Amazon Marketplace,-108.33,shopping,expense,credit_card
2024-11-15,Tesco Superstore,-27.84,groceries,expense,current
2024-11-18,Pret A Manger,-10.44,eating_out,expense,current
2024-11-19,Tesco Superstore,-32.10,groceries,expense,current
2024-11-19,Amazon Marketplace,-40.23,shopping,expense,credit_card
2024-11-22,Tesco Superstore,-24.27,groceries,expense,current
2024-11-22,Aldi Stores,-57.07,groceries,expense,current
2024-11-23,Aldi Stores,-69.56,groceries,expense,current
2024-11-23,Netflix,-15.92,subscriptions,expense,current
2024-11-24,Aldi Stores,-80.46,groceries,expense,current
2024-11-25,Salary Payroll,3141.93,income,income,current
2024-11-25,Sainsbury's Local,-35.50,groceries,expense,current
2024-11-28,Pret A Manger,-13.46,eating_out,expense,current
2024-12-01,Rent Payment,-943.10,housing,expense,current
2024-12-02,Spotify,-12.02,subscriptions,expense,current
2024-12-04,Octopus Energy,-97.17,utilities,expense,current
2024-12-05,Tesco Superstore,-69.78,groceries,expense,current
2024-12-05,Amazon Marketplace,-107.60,shopping,expense,credit_card
2024-12-06,Aldi Stores,-88.34,groceries,expense,current
2024-12-07,Pret A Manger,-10.68,eating_out,expense,current
2024-12-08,Tesco Superstore,-60.71,groceries,expense,current
2024-12-10,Pret A Manger,-14.58,eating_out,expense,current
2024-12-10,Amazon Marketplace,-118.10,shopping,expense,credit_card
2024-12-16,Amazon Marketplace,-68.85,shopping,expense,credit_card
2024-12-18,Aldi Stores,-15.39,groceries,expense,current
2024-12-19,Council Tax,-168.26,housing,expense,current
2024-12-21,Tesco Superstore,-56.08,groceries,expense,current
2024-12-21,Pret A Manger,-8.50,eating_out,expense,current
2024-12-21,Amazon Marketplace,-58.89,shopping,expense,credit_card
2024-12-21,Thames Water,-52.86,utilities,expense,current
2024-12-23,Sainsbury's Local,-35.69,groceries,expense,current
2024-12-24,Tesco Superstore,-21.07,groceries,expense,current
2024-12-24,Deliveroo,-18.97,eating_out,expense,credit_card
2024-12-25,Salary Payroll,3360.75,income,income,current
2024-12-25,Pret A Manger,-4.83,eating_out,expense,current
2024-12-29,Tesco Superstore,-16.21,groceries,expense,current
2024-12-29,Deliveroo,-17.25,eating_out,expense,credit_card
2024-12-30,Deliveroo,-33.69,eating_out,expense,credit_card
2024-12-30,Deliveroo,-13.12,eating_out,expense,credit_card
2024-12-30,Deliveroo,-37.13,eating_out,expense,credit_card
2024-12-30,Amazon Marketplace,-75.51,shopping,expense,credit_card
2024-12-31,Netflix,-17.55,subscriptions,expense,current
2025-01-01,Rent Payment,-1208.46,housing,expense,current
2025-01-03,Tesco Superstore,-54.77,groceries,expense,current
2025-01-03,Amazon Marketplace,-105.79,shopping,expense,credit_card
2025-01-03,Amazon Marketplace,-86.82,shopping,expense,credit_card
2025-01-04,Tesco Superstore,-45.27,groceries,expense,current
2025-01-04,Amazon Marketplace,-110.73,shopping,expense,credit_card
2025-01-04,Thames Water,-45.69,utilities,expense,current
2025-01-05,Tesco Superstore,-27.34,groceries,expense,current
2025-01-06,Pret A Manger,-10.52,eating_out,expense,current
2025-01-06,Octopus Energy,-136.72,utilities,expense,current
2025-01-08,Deliveroo,-23.03,eating_out,expense,credit_card
2025-01-08,Spotify,-11.52,subscriptions,expense,current
2025-01-09,Aldi Stores,-57.97,groceries,expense,current
2025-01-10,Deliveroo,-33.11,eating_out,expense,credit_card
2025-01-10,Deliveroo,-39.48,eating_out,expense,credit_card
2025-01-13,Sainsbury's Local,-8.46,groceries,expense,current
2025-01-14,Tesco Superstore,-45.66,groceries,expense,current
2025-01-15,TfL Travel Charge,-9.22,transport,expense,current
2025-01-15,Council Tax,-176.91,housing,expense,current
2025-01-17,Amazon Marketplace,-66.86,shopping,expense,credit_card
2025-01-18,Amazon Marketplace,-14.92,shopping,expense,credit_card
2025-01-20,TfL Travel Charge,-12.72,transport,expense,current
2025-01-21,Deliveroo,-32.71,eating_out,expense,credit_card
2025-01-23,Aldi Stores,-64.03,groceries,expense,current
2025-01-24,Aldi Stores,-37.65,groceries,expense,current
2025-01-25,Salary Payroll,3191.84,income,income,current
2025-01-25,Sainsbury's Local,-23.78,groceries,expense,current
2025-01-26,Netflix,-16.29,subscriptions,expense,current
2025-01-29,Tesco Superstore,-83.06,groceries,expense,current
2025-01-29,Deliveroo,-39.69,eating_out,expense,credit_card
2025-02-01,Tesco Superstore,-33.12,groceries,expense,current
2025-02-01,Netflix,-17.18,subscriptions,expense,current
2025-02-01,Rent Payment,-968.45,housing,expense,current
2025-02-02,Sainsbury's Local,-44.26,groceries,expense,current
2025-02-02,TfL Travel Charge,-12.95,transport,expense,current
2025-02-03,Sainsbury's Local,-31.08,groceries,expense,current
2025-02-03,Sainsbury's Local,-70.62,groceries,expense,current
2025-02-04,Pret A Manger,-16.04,eating_out,expense,current
2025-02-05,Aldi Stores,-28.50,groceries,expense,current
2025-02-05,Deliveroo,-23.79,eating_out,expense,credit_card
2025-02-07,TfL Travel Charge,-5.02,transport,expense,current
2025-02-07,Amazon Marketplace,-34.25,shopping,expense,credit_card
2025-02-08,Deliveroo,-33.84,eating_out,expense,credit_card
2025-02-08,TfL Travel Charge,-7.93,transport,expense,current
2025-02-10,Tesco Superstore,-67.84,groceries,expense,current
2025-02-10,Deliveroo,-12.68,eating_out,expense,credit_card
2025-02-10,Boots Pharmacy,-30.19,health,expense,current
2025-02-12,TfL Travel Charge,-6.22,transport,expense,current
2025-02-13,Tesco Superstore,-72.03,groceries,expense,current
2025-02-13,Aldi Stores,-43.08,groceries,expense,current
2025-02-14,Sainsbury's Local,-12.89,groceries,expense,current
2025-02-14,Aldi Stores,-63.44,groceries,expense,current
2025-02-15,Tesco Superstore,-16.79,groceries,expense,current
2025-02-15,Amazon Marketplace,-12.95,shopping,expense,credit_card
2025-02-16,Sainsbury's Local,-74.07,groceries,expense,current
2025-02-17,Council Tax,-183.86,housing,expense,current
2025-02-19,Tesco Superstore,-46.48,groceries,expense,current
2025-02-19,Octopus Energy,-180.39,utilities,expense,current
2025-02-20,Spotify,-10.46,subscriptions,expense,current
2025-02-21,Pret A Manger,-11.55,eating_out,expense,current
2025-02-22,Pret A Manger,-9.26,eating_out,expense,current
2025-02-22,Thames Water,-48.33,utilities,expense,current
2025-02-24,Aldi Stores,-72.44,groceries,expense,current
2025-02-24,Deliveroo,-25.89,eating_out,expense,credit_card
2025-02-24,TfL Travel Charge,-15.19,transport,expense,current
2025-02-24,Amazon Marketplace,-13.45,shopping,expense,credit_card
2025-02-25,Salary Payroll,3339.56,income,income,current
2025-02-25,Deliveroo,-37.04,eating_out,expense,credit_card
2025-02-25,Amazon Marketplace,-92.49,shopping,expense,credit_card
2025-02-28,Pret A Manger,-17.50,eating_out,expense,current
2025-02-28,Amazon Marketplace,-83.27,shopping,expense,credit_card
2025-03-01,Rent Payment,-1328.51,housing,expense,current
2025-03-02,Pret A Manger,-11.78,eating_out,expense,current
2025-03-05,Shell Service Station,-68.44,transport,expense,credit_card
2025-03-08,TfL Travel Charge,-9.99,transport,expense,current
2025-03-09,Shell Service Station,-58.31,transport,expense,credit_card
2025-03-10,TfL Travel Charge,-14.04,transport,expense,current
2025-03-11,Pret A Manger,-15.00,eating_out,expense,current
2025-03-13,Pret A Manger,-13.01,eating_out,expense,current
2025-03-13,Amazon Marketplace,-13.77,shopping,expense,credit_card
2025-03-14,Shell Service Station,-59.76,transport,expense,credit_card
2025-03-18,Shell Service Station,-89.88,transport,expense,credit_card
2025-03-18,Spotify,-12.59,subscriptions,expense,current
2025-03-18,Octopus Energy,-158.30,utilities,expense,current
2025-03-19,Tesco Superstore,-58.21,groceries,expense,current
2025-03-20,Amazon Marketplace,-83.45,shopping,expense,credit_card
2025-03-25,Salary Payroll,2693.15,income,income,current
2025-03-25,TfL Travel Charge,-7.89,transport,expense,current
2025-03-26,Boots Pharmacy,-8.64,health,expense,current
2025-03-30,Netflix,-15.52,subscriptions,expense,current
2025-03-30,Thames Water,-35.10,utilities,expense,current
2025-03-31,Pret A Manger,-17.61,eating_out,expense,current
2025-03-31,Council Tax,-179.97,housing,expense,current
2025-04-01,Rent Payment,-1269.53,housing,expense,current
2025-04-02,Pret A Manger,-8.38,eating_out,expense,current
2025-04-02,Council Tax,-170.44,housing,expense,current
2025-04-06,Amazon Marketplace,-97.04,shopping,expense,credit_card
2025-04-07,Tesco Superstore,-62.17,groceries,expense,current
2025-04-08,Tesco Superstore,-44.92,groceries,expense,current
2025-04-08,Pret A Manger,-11.88,eating_out,expense,current
2025-04-10,TfL Travel Charge,-12.36,transport,expense,current
2025-04-11,TfL Travel Charge,-4.98,transport,expense,current
2025-04-12,Sainsbury's Local,-43.75,groceries,expense,current
2025-04-12,Sainsbury's Local,-28.66,groceries,expense,current
2025-04-12,Pret A Manger,-16.80,eating_out,expense,current
2025-04-16,Sainsbury's Local,-42.36,groceries,expense,current
2025-04-16,TfL Travel Charge,-13.83,transport,expense,current
2025-04-16,Netflix,-16.33,subscriptions,expense,current
2025-04-18,Amazon Marketplace,-23.68,shopping,expense,credit_card
2025-04-19,TfL Travel Charge,-15.15,transport,expense,current
2025-04-19,TfL Travel Charge,-5.99,transport,expense,current
2025-04-23,Tesco Superstore,-87.90,groceries,expense,current
2025-04-24,Amazon Marketplace,-59.61,shopping,expense,credit_card
2025-04-25,Salary Payroll,3265.62,income,income,current
2025-04-25,Tesco Superstore,-57.82,groceries,expense,current
2025-04-26,Sainsbury's Local,-39.22,groceries,expense,current
2025-04-30,Amazon Marketplace,-62.69,shopping,expense,credit_card
2025-05-01,TfL Travel Charge,-10.17,transport,expense,current
2025-05-01,Rent Payment,-1192.02,housing,expense,current
2025-05-05,Tesco Superstore,-17.64,groceries,expense,current
2025-05-05,Netflix,-11.66,subscriptions,expense,current
2025-05-08,Octopus Energy,-127.78,utilities,expense,current
2025-05-09,Spotify,-14.33,subscriptions,expense,current
2025-05-10,TfL Travel Charge,-6.57,transport,expense,current
2025-05-12,Boots Pharmacy,-24.84,health,expense,current
2025-05-14,TfL Travel Charge,-12.07,transport,expense,current
2025-05-17,Tesco Superstore,-12.76,groceries,expense,current
